id,name,mail_address_1,mail_address_2,city,state,country,zip,phone,fitter,retailer,longitude,latitude,created_at,updated_at,place_id,website,formatted_address,google_places_name,email,duplicate_domain,source_brand,source_url,added_to_ac,sent_email
5693,Golf Academy Tn,10909 S Northshore Dr,"Knoxville, TN 37922-5552",Knoxville,TN,UNITED STATES,37922-5552,865-966-9103,false,true,,,,,,https://malonegolfacademy.com/,"640 Old Hickory Blvd, Old Hickory, TN 37138, USA",Malone Golf Academy,,,,,,
5694,Arrowhead Lakes Golf Course,580 N Walnut St,"Galena, OH 43021-9497",Galena,OH,UNITED STATES,43021-9497,740-965-5422,false,true,,,,,,http://www.arrowheadlakesgolf.com/,"580 Walnut St, Galena, OH 43021, USA",Arrowhead Lakes Golf Club,,,,,,
5695,Ledges Golf Club,1585 Ledges Pkwy,"Saint George, UT 84770-6988",Saint George,UT,UNITED STATES,84770-6988,435-634-4600 ,false,true,,,,,,http://www.ledges.com/,"1585 Ledges Pkwy, St. George, UT 84770, USA",The Ledges Golf Club,,,,,,
5696,Cherry Creek Golf Club,52000 Cherry Creek Dr,"Shelby Township, MI 48316-3779",Shelby Township,MI,UNITED STATES,48316-3779,586-254-7700,false,true,,,,,,http://www.cherrycreekgolf.com/,"52000 Cherry Creek Dr, Shelby Charter Twp, MI 48316, USA",Cherry Creek Golf Club,,,,,,
5697,St George Golf Club,2190 S 1400 E,"St George, UT 84790-6843",St George,UT,UNITED STATES,84790-6843,435-627-4404 ,false,true,,,,,,https://www.sgcity.org/sportsandrecreation/golf/stgeorgegolfclub,"2190 S 1400 E, St. George, UT 84790, USA",St.George golf club,,,,,,
5698,Dixie Red Hills,645 W 1250 N,"St George, UT 84770-2689",St George,UT,UNITED STATES,84770-2689,435-627-4444 ,false,true,,,,,,https://www.sgcity.org/sportsandrecreation/golf/dixieredhillsgolfclub,"645 W 1250 N, St. George, UT 84770, USA",Dixie Red Hills Golf Course,,,,,,
5699,The Links at Groveport Pro Shop,1005 Richardson Rd,"Groveport, OH 43125-9557",Groveport,OH,UNITED STATES,43125-9557,614-836-5874,false,true,,,,,,http://linksatgroveport.com/,"1005 Richardson Rd, Groveport, OH 43125, USA",The Links At Groveport,,,,,,
5700,Southgate Golf Club,1975 S Tonaquint Dr,"St George, UT 84770-8724",St George,UT,UNITED STATES,84770-8724,435-627-4440 ,false,true,,,,,,https://www.sgcity.org/sportsandrecreation/golf/southgategolfclub,"1975 Tonaquint Dr, St. George, UT 84770, USA",Southgate Golf Club,,,,,,
5701,Rarity Bay Golf and CC,403 Rarity Bay Pkwy,"Vonore, TN 37885-2086",Vonore,TN,UNITED STATES,37885-2086,423-884-3020 ,false,true,,,,,,http://raritybayliving.com/golf-course/,"403 Rarity Bay Pkwy, Vonore, TN 37885, USA",Rarity Bay Golf & Country Club,,,,,,
5702,Wasioto Winds Pro Shop,114 Highway 190,"Pineville, KY 40977-8616",Pineville,KY,UNITED STATES,40977-8616,606-337-3066,false,true,,,,,,http://parks.ky.gov/golf/18_hole/pine-mountain/default.aspx,"114 State Hwy 190, Pineville, KY 40977, USA",Wasioto Winds Golf Course,,,,,,
5703,The New Albany CC,One Club Lane,"New Albany, OH 43054",New Albany,OH,United States,43054,614-939-8520,false,true,,,,,,http://www.nacc.com/,"1 Club Ln, New Albany, OH 43054, USA",New Albany Country Club,,,,,,
5704,Queen Valley Golf Course Pro Shop,600 N Fairway Dr,"Queen Valley, AZ 85118-9740",Queen Valley,AZ,UNITED STATES,85118-9740,520-463-2214,false,true,,,,,,http://www.queenvalleygolfcourse.wordpress.com/,"600 N Fairway Dr, Queen Valley, AZ 85118, USA",Queen Valley Golf Course,,,,,,
5705,Calhoun Elks Golf Club,143 Craigtown Rd Ne,"Calhoun, GA 30701-8931",Calhoun,GA,UNITED STATES,30701-8931,706-629-4091,false,true,,,,,,http://www.elks.org/lodges/contactus.cfm?lodge=1883,"143 Craigtown Rd NE, Calhoun, GA 30701, USA",Calhoun Elks Lodge & Golf Club,,,,,,
5707,Gettysvue Polo Golf and CC,9317 Linksvue Dr,"Knoxville, TN 37922-5266",Knoxville,TN,UNITED STATES,37922-5266,865-522-4653,false,true,,,,,,http://www.gettysvuecc.com/,"9317 Linksvue Dr, Knoxville, TN 37922, USA","Gettysvue Polo, Golf and Country Club",,,,,,
5708,Fairmont Hot Springs Resort,1500 Fairmont Rd,"Anaconda, MT 59711-9461",Anaconda,MT,UNITED STATES,59711-9461,406-797-3241,false,true,,,,,,http://www.fairmontmontana.com/,"9409, 1500 Fairmont Rd, Anaconda, MT 59711, USA",Fairmont Hot Springs Resort,,,,,,
5710,Verde River Golf & Social Club,29005 N Verde River Way W,"Rio Verde, AZ 85263-5335",Rio Verde,AZ,UNITED STATES,85263-5335,480-471-3232,false,true,,,,,,http://www.mytrilogylife.com/verderiver,"28509 N W Verde River Way, Rio Verde, AZ 85263, USA",Verde River Golf & Social Club,,,,,,
5711,Timberlane Country Club,1 Timberlane Dr,"Gretna, LA 70056-7247",Gretna,LA,UNITED STATES,70056-7247,504-361-3612,false,true,,,,,,http://timberlanecc.com/,"1Timberlane Drive, Gretna, LA 70056, USA",Timberlane Golf & Country Club,,,,,,
5712,Willard Golf Club,4000 State Route 162 W,"Willard, OH 44890-9502",Willard,OH,UNITED STATES,44890-9502,419-935-0252 ,false,true,,,,,,http://www.willardgolfclub.com/,"4000 OH-162, Willard, OH 44890, USA",Willard Golf Club,,,,,,
5713,Sycamore Hills Golf Club,48787 North Ave,"Macomb, MI 48042-4919",Macomb,MI,UNITED STATES,48042-4919,586-598-9500 ,false,true,,,,,,http://www.sycamorehills.com/,"48787 North Ave, Macomb, MI 48042, USA",Sycamore Hills Golf Club,,,,,,
5714,Bay Mills Golf Course,12061 W Lakeshore Dr,"Brimley, MI 49715-9318",Brimley,MI,UNITED STATES,49715-9318,906-248-3241,false,true,,,,,,http://www.wildbluff.com/,"11335 W Lakeshore Dr, Brimley, MI 49715, USA",Wild Bluff Golf Course,,,,,,
5715,Bello Woods Golf Course,23650 23 Mile Rd,"Macomb, MI 48042-4508",Macomb,MI,UNITED STATES,48042-4508,586-949-1200,false,true,,,,,,http://www.bellowoodsgc.com/,"23650 23 Mile Rd, Macomb, MI 48042, USA",Bello Woods Golf Course,,,,,,
5716,Deer View Golf Course,15886 Speaker Rd,"Imlay City, MI 48444-9302",Imlay City,MI,UNITED STATES,48444-9302,248-361-0671 ,false,true,,,,,,http://deerviewgolf.com/,"15886 Speaker Rd, Imlay City, MI 48444, USA",Deer View Golf Course,,,,,,
5717,Table Rock Golf Club Inc,3005 Wilson Rd,"Centerburg, OH 43011-9467",Centerburg,OH,UNITED STATES,43011-9467,740-625-6859,false,true,,,,,,http://www.tablerockgc.com/,"3005 Wilson Rd, Centerburg, OH 43011, USA",Table Rock Golf Club,,,,,,
5718,Munoscong Golf Club Pro Shop,141 E 22 Mile Rd,"Pickford, MI 49774-9164",Pickford,MI,UNITED STATES,49774-9164,906-647-9812,false,true,,,,,,https://www.facebook.com/MunoscongGolfCourse/,"141 E 22 Mile Rd, Pickford, MI 49774, USA",Munoscong Golf Club-Club House,,,,,,
5719,Whittle Springs Golf Course,3113 Valley View Dr,"Knoxville, TN 37917-1504",Knoxville,TN,UNITED STATES,37917-1504,865-525-1022 ,false,true,,,,,,http://www.golfwhittlesprings.com/contact-us,"3113 Valley View Dr NE, Knoxville, TN 37917, USA",Whittle Springs Golf Course,,,,,,
5720,Hidden Cove Golf Course Pro Shop,314 Grayson Lake State Park Rd,"Olive Hill, KY 41164",Olive Hill,KY,UNITED STATES,41164,606-474-2553,false,true,,,,,,http://parks.ky.gov/golf/18_hole/grayson-lake/,"314 Grayson Lake Park Rd, Olive Hill, KY 41164, USA",Hidden Cove Golf Course,,,,,,
5721,Willow Run Golf Course,Hazelton-etna Road,"Alexandria, OH 43001",Alexandria,OH,UNITED STATES,43001,740-927-1932,false,true,,,,,,http://www.golfwillowrun.com/,"1158 Hazelton-Etna Rd SW, Pataskala, OH 43062, USA",Willow Run Golf Course,,,,,,
5722,Sunkist Country Club,2381 Sunkist Country Club Rd,"Biloxi, MS 39532-3114",Biloxi,MS,UNITED STATES,39532-3114,228-388-3961,false,true,,,,,,http://www.sunkistcc.com/,"2381 Sunkist Country Club Rd, Biloxi, MS 39532, USA",Sunkist Country Club Bar and Grill,,,,,,
5723,Lakewood Shores Resort,7751 Cedar Lake Rd,"Oscoda, MI 48750-9452",Oscoda,MI,UNITED STATES,48750-9452,517-739-2075,false,true,,,,,,http://www.lakewoodshores.com/,"7751 Cedar Lake Rd, Oscoda, MI 48750, USA",Lakewood Shores Resort,,,,,,
5724,Legend Trail Golf Club Pro Shop,9462 E Legendary Ln,"Scottsdale, AZ 85262-1139",Scottsdale,AZ,UNITED STATES,85262-1139,480-488-7434,false,true,,,,,,http://www.legendtrailgc.com/?utm_source=GMB&utm_medium=local&utm_campaign=GMB-Profile-Clicks,"9462 N Legendary Trail, Scottsdale, AZ 85262, USA",Legend Trail Golf Club,,,,,,
5725,Old Works Golf Course,1205 Pizzini Way,"Anaconda, MT 59711-3012",Anaconda,MT,UNITED STATES,59711-3012,406-563-5989,false,true,,,,,,http://www.oldworks.org/,"1205 Pizzini Way, Anaconda, MT 59711, USA",Old Works Golf Course,,,,,,
5726,Oak Tree Golf Club,1440 Old Oak Trl,"Mansfield, OH 44903",Mansfield,OH,UNITED STATES,44903,419-747-4653,false,true,,,,,,http://oaktreeclub.com/,"1440 Old Oak Trail, Mansfield, OH 44903, USA",Oaktree Golf Club,,,,,,
5727,Desert Canyon Golf Club Pro Shop,10440 N Indian Wells Dr,"Fountain Hills, AZ 85268-6240",Fountain Hills,AZ,UNITED STATES,85268-6240,480-837-1173 ,false,true,,,,,,http://www.desertcanyongolf.com/,"10440 N Indian Wells Dr, Fountain Hills, AZ 85268, USA",Desert Canyon Golf Club,,,,,,
5728,Troon North Golf Course,10320 E Dynamite Blvd,"Scottsdale, AZ 85262-5662",Scottsdale,AZ,UNITED STATES,85262-5662,480-585-5300,false,true,,,,,,http://www.troonnorthgolf.com/,"10320 E Dynamite Blvd, Scottsdale, AZ 85262, USA",Troon North Golf Club,,,,,,
5729,Oak Ridge Golf Club,35035 26 Mile Rd,"Lenox, MI 48048-3001",Lenox,MI,UNITED STATES,48048-3001,586-749-5151,false,true,,,,,,http://www.oakridgegolf.com/,"35035 26 Mile Rd, New Haven, MI 48048, USA",Oak Ridge Golf Course,,,,,,
5730,Sunridge Canyon Pro Shop,13100 N Sunridge Dr,"Fountain Hills, AZ 85268-3400",Fountain Hills,AZ,UNITED STATES,85268-3400,480-837-5100 ,false,true,,,,,,http://www.sunridgegolf.com/,"13100 Sunridge Dr, Fountain Hills, AZ 85268, USA",SunRidge Canyon Golf Club,,,,,,
5731,Eagle Mountain Golf Club Pro Shop,14915 E Eagle Mountain Pkwy,"Fountain Hills, AZ 85268-6322",Fountain Hills,AZ,UNITED STATES,85268-6322,480-816-1234 ,false,true,,,,,,http://eaglemtn.com/,"14915 Eagle Mountain Pkwy, Fountain Hills, AZ 85268, USA",Eagle Mountain Golf Club,,,,,,
5732,Bay Breeze Golf Course,500 Ploetsi Dr Bldg 6732,"Biloxi, MS 39534",Biloxi,MS,UNITED STATES,39534,228-377-3832,false,true,,,,,,https://www.discoverkeesler.com/fun/bay-breeze-golf-course,"500 Ploesti Dr, Keesler Afb, MS 39534, USA",Bay Breeze Golf Course,,,,,,
5733,Mhc Viewpoint Rv Park,650 N Hawes Rd,"Mesa, AZ 85207-5833",Mesa,AZ,UNITED STATES,85207-5833,480-373-5555,false,true,,,,,,https://mymhcommunity.com/Communities/Arizona/ViewPointGolfResort/?utm_source=yext&utm_medium=directory&utm_campaign=Yext%20Directory%20Listing,"8700 E University Dr, Mesa, AZ 85207, USA",ViewPoint RV & Golf Resort,,,,,,
5734,The Preserve Golf Club,66567 E Catalina Hills Dr,"Tucson, AZ 85739",Tucson,AZ,UNITED STATES,85739,520-825-9022,false,true,,,,,,http://sbhoa2.org/golf,"66567 E Catalina Hills Dr, Tucson, AZ 85739, USA",The Preserve Golf Club,,,,,,
5735,Twin Falls Golf Club,545 Grandview Dr,"Twin Falls, ID 83301-5562",Twin Falls,ID,UNITED STATES,83301-5562,208-773-3326 ,false,true,,,,,,http://twinfallsgc.com/,"Grandview Dr, Twin Falls, ID 83301, USA",Twin Falls Golf Course,,,,,,
5736,Casa Blanca Golf Course,3900 Casa Blanca Rd,"Laredo, TX 78041",Laredo,TX,UNITED STATES,78041,956-251-4820,false,true,,,,,,http://www.golfcasablanca.com/,"3900 Casa Blanca Rd, Laredo, TX 78041, USA",Casa Blanca Golf Course,,,,,,
5737,Longbow Golf Club,5601 E Longbow Pkwy,"Mesa, AZ 85215-9630",Mesa,AZ,UNITED STATES,85215-9630,480-807-5400,false,true,,,,,,http://www.longbowgolf.com/,"5601 E Longbow Pkwy, Mesa, AZ 85215, USA",Longbow Golf Club,,,,,,
5738,Painted Mountain Golf Club,6210 E Mckellips Rd,"Mesa, AZ 85215-2823",Mesa,AZ,UNITED STATES,85215-2823,480-832-0156,false,true,,,,,,http://www.paintedmountaingolf.com/,"6210 E McKellips Rd, Mesa, AZ 85215, USA",Painted Mountain Golf Resort,,,,,,
5739,The Preserve Pro Shop,8901 Highway 57,"Vancleave, MS 39565-6568",Vancleave,MS,UNITED STATES,39565-6568,228-386-2512 ,false,true,,,,,,https://www.palacecasinoresort.com/golf/,"8901 MS-57, Vancleave, MS 39565, USA",The Preserve Golf Club,,,,,,
5740,Woodland Hills Golf Club,320 N Gates Rd,"Sandusky, MI 48471-9617",Sandusky,MI,UNITED STATES,48471-9617,810-648-2400,false,true,,,,,,http://www.woodlandhillsclub.com/,"320 N Gates Rd, Sandusky, MI 48471, USA",Woodland Hills Golf Club,,,,,,
5742,Dove Valley Ranch Golf Club,33750 N Dove Lakes Dr,"Cave Creek, AZ 85331-5001",Cave Creek,AZ,UNITED STATES,85331-5001,480-488-0009 X4,false,true,,,,,,http://www.dovevalleyranch.com/,"33750 N Dove Lakes Dr, Cave Creek, AZ 85331, USA",Dove Valley Ranch Golf Club,,,,,,
5743,Lambert Acres Golf Club Inc,3402 Tuckaleechee Pike,"Maryville, TN 37803-7914",Maryville,TN,UNITED STATES,37803-7914,865-982-9838,false,true,,,,,,http://www.lambertacresgc.com/,"3402 Tuckaleechee Pike, Maryville, TN 37803, USA",Lambert Acres Golf Club,,,,,,
5744,Woodlake Golf & CC,330 Woodlake Blvd,"Tazewell, TN 37879",Tazewell,TN,UNITED STATES,37879,423-626-6010,false,true,,,,,,http://www.woodlakegolf.com/,"330 Woodlake Blvd, Tazewell, TN 37879, USA","Woodlake Lodge, Golf & Country Club",,,,,,
5745,Orange Tree Golf Club,10601 N 56th St,"Scottsdale, AZ 85254-4807",Scottsdale,AZ,UNITED STATES,85254-4807,480-948-3730 ,false,true,,,,,,https://www.orangetreegolfcourse.com/,"10601 N 56th St, Scottsdale, AZ 85254, USA",Orange Tree Golf Course,,,,,,
5746,Jackpot Golf Club Pro Shop,415 Ace Dr,"Jackpot, NV 89825",Jackpot,NV,UNITED STATES,89825,775-755-2260,false,true,,,,,,http://www.jackpotgolfclub.com/,"415 Ace Dr, Jackpot, NV 89825, USA",Jackpot Golf Course,,,,,,
5747,Valley View Golf and Swim Club,1511 George Rd Ne,"Lancaster, OH 43130-8710",Lancaster,OH,UNITED STATES,43130-8710,740-687-1112,false,true,,,,,,http://www.golfvalleyview.com/,"1511 George Rd NE, Lancaster, OH 43130, USA",Valley View Golf Club,,,,,,
5748,Verona Hills Golf Club,3175 Sand Beach Rd,"Bad Axe, MI 48413-7840",Bad Axe,MI,UNITED STATES,48413-7840,989-269-8132,false,true,,,,,,http://veronahillsgolf.com/,"7840, 3175 Sand Beach Rd, Bad Axe, MI 48413, USA",Verona Hills Golf Club,,,,,,
5749,Cypress Tree Golf Course,1461 March St,"Montgomery, AL 36112",Montgomery,AL,UNITED STATES,36112,334-953-2209,false,true,,,,,,https://www.lifeatthemax.us/cypress-tree-golf-club/,"1461 March St, Montgomery, AL 36112, USA",Cypress Tree Golf Course,,,,,,
5750,Poston Butte Golf Club,6100 W Merrill Ranch Pkwy,"Florence, AZ 85132-6933",Florence,AZ,UNITED STATES,85132-6933,520-723-1880 ,false,true,,,,,,http://www.postonbuttegc.com/,"6100 Merrill Ranch Pkwy, Florence, AZ 85232, USA",Poston Butte Golf Club,,,,,,
5751,Starfire Golf Club Pro Shop,11500 N Hayden Rd,"Scottsdale, AZ 85260-8516",Scottsdale,AZ,UNITED STATES,85260-8516,480-948-6000,false,true,,,,,,http://www.starfiregolfclub.com/,"8516, 11500 North Hayden Road, Scottsdale, AZ 85260, USA",Starfire Golf Club,,,,,,
5752,Royal Palms Golf Course,1415 E Mckellips Rd,"Mesa, AZ 85203-2723",Mesa,AZ,UNITED STATES,85203-2723,480-964-1709 ,false,true,,,,,,http://royalpalmsgolfcourse.com/,"1415 E McKellips Rd, Mesa, AZ 85203, USA",Royal Palms Golf Course,,,,,,
5753,Toka Sticks Golf Course Pro Shop,6910 E Williams Field Rd,"Mesa, AZ 85212-6019",Mesa,AZ,UNITED STATES,85212-6019,480-988-9405,false,true,,,,,,http://tokasticksgolf.com/,"6910 E Williams Field Rd, Mesa, AZ 85212, USA",Toka Sticks Golf Club,,,,,,
5754,Franklin Valley Golf Club Inc,6954 Franklin Valley Rd,"Jackson, OH 45640-9086",Jackson,OH,UNITED STATES,45640-9086,740-286-4903,false,true,,,,,,http://www.franklinvalleygc.com/,"6954 Franklin Valley Rd, Jackson, OH 45640, USA",Franklin Valley Golf Course,,,,,,
5755,Creekside Plantation Golf Course,1045 Creekside Village Way,"Seymour, TN 37865-5269",Seymour,TN,UNITED STATES,37865-5269,865-577-4653 ,false,true,,,,,,https://creeksidegolfcourse.com/,"1045 Creekside Village Way, Seymour, TN 37865, USA",Creekside Golf Course,,,,,,
5756,Wild Laurel,702 Country Club Dr,"Townsend, TN 37882",Townsend,TN,UNITED STATES,37882,865-738-3134,false,true,,,,,,http://www.wildlaurel.us/,"702 Country Club Dr, Townsend, TN 37882, USA",Wild Laurel Golf Course,,,,,,
5757,Stonecreek Golf Club,4435 E Paradise Village Pkwy S,"Phoenix, AZ 85032-7744",Phoenix,AZ,UNITED STATES,85032-7744,602-953-9111 ,false,true,,,,,,https://www.stonecreekgc.com/,"4435 E Paradise Village Pkwy S, Phoenix, AZ 85032, USA",Stonecreek Golf Club,,,,,,
5758,Canyon Ranch Golf Center,8600 E Rockcliff Rd,"Tucson, AZ 85750-9733",Tucson,AZ,UNITED STATES,85750-9733,520-749-9655 X4627,false,true,,,,,,https://canyonranch.com/,"8665 E Rockcliff Rd, Tucson, AZ 85750, USA",Canyon Ranch Tucson,,,,,,
5759,The Golf Works,4820 Jacksontown Rd,"Newark, OH 43056-9377",Newark,OH,UNITED STATES,43056-9377,740-328-4193 ,false,true,,,,,,http://www.golfworks.com/,"4820 Jacksontown Rd, Newark, OH 43056, USA",The Golf Works,,,,,,
5760,Continental Golf Club Pro Shop,7920 E Osborn Rd,"Scottsdale, AZ 85251-7454",Scottsdale,AZ,UNITED STATES,85251-7454,602-809-2983 ,false,true,,,,,,https://www.continentalgc.com/,"7920 E Osborn Rd, Scottsdale, AZ 85251, USA",Continental Golf Club,,,,,,
5762,Sun City Vistoso Golf Course,1555 E Rancho Vistoso Blvd,"Oro Valley, AZ 85755-9120",Oro Valley,AZ,UNITED STATES,85755-9120,520-825-3110,false,true,,,,,,http://theviewsgolfclub.com/,"1555 E Rancho Vistoso Blvd, Oro Valley, AZ 85755, USA",The Views Golf Club,,,,,,
5763,Continental Golf Club,7920 E Osborn Rd,"Scottsdale, AZ 85251-7454",Scottsdale,AZ,UNITED STATES,85251-7454,480-941-1585 ,false,true,,,,,,https://www.continentalgc.com/,"7920 E Osborn Rd, Scottsdale, AZ 85251, USA",Continental Golf Club,,,,,,
5764,Brookside Golf Course,1399 Sandusky St,"Ashland, OH 44805-1040",Ashland,OH,UNITED STATES,44805-1040,419-289-7933,false,true,,,,,,http://ashlandbrooksidegolfcourse.com/,"1399 Sandusky St, Ashland, OH 44805, USA",Brookside Golf Course,,,,,,
5765,Apple Valley Golf Club,433 Club House Dr,"Howard, OH 43028-9510",Howard,OH,UNITED STATES,43028-9510,740-397-7664,false,true,,,,,,http://www.applevalleygolfcourse.com/,"433 Clubhouse Dr, Howard, OH 43028, USA",Apple Valley Golf Course,,,,,,
5766,Kokopelli Golf Course,1800 W Guadalupe Rd,"Gilbert, AZ 85233",Gilbert,AZ,UNITED STATES,85233,480-926-3589,false,true,,,,,,https://www.kokopelligc.com/,"1800 W Guadalupe Rd, Gilbert, AZ 85233, USA",Kokopelli Golf Club,,,,,,
5767,Lagoon Park Pro Shop,2855 Lagoon Park Dr,"Montgomery, AL 36109",Montgomery,AL,UNITED STATES,36109,334-240-4050,false,true,,,,,,http://www.playmontgomerygolf.com/,"2855 Lagoon Park Dr, Montgomery, AL 36109, USA",Lagoon Park Golf Course,,,,,,
5768,Lake Arrowhead Golf and CC Inc,486 Arrowridge,"Waleska, GA 30183-4344",Waleska,GA,UNITED STATES,30183-4344,770-721-7900 ,false,true,,,,,,http://www.lakearrowheadclub.net/,"486 Arrowridge, Waleska, GA 30183, USA",Lake Arrowhead Yacht & Country Club,,,,,,
5769,Desert Sands Golf Course,1922 S 74th St,"Mesa, AZ 85209-4140",Mesa,AZ,UNITED STATES,85209-4140,480-832-0210,false,true,,,,,,http://www.desertsandsgc.com/,"4140, 1922 S 74th St, Mesa, AZ 85209, USA",Desert Sands Golf Course,,,,,,
5770,The Phoenician Resort,6000 E Camelback Rd,"Scottsdale, AZ 85251-1949",Scottsdale,AZ,UNITED STATES,85251-1949,480-423-2450,false,true,,,,,,https://www.marriott.com/hotels/travel/phxlc-the-phoenician-a-luxury-collection-resort-scottsdale/?scid=bb1a189a-fec3-4d19-a255-54ba596febe2,"6000 E Camelback Rd, Scottsdale, AZ 85251, USA","The Phoenician, a Luxury Collection Resort, Scottsdale",,,,,,
5771,Skyline Country Club,5200 E Saint Andrews Dr,"Tucson, AZ 85718-1717",Tucson,AZ,UNITED STATES,85718-1717,520-299-1111 ,false,true,,,,,,http://skylinecountryclub.com/,"5200 E St Andrews Dr, Tucson, AZ 85718, USA",Skyline Country Club,,,,,,
5772,Pointe Hilton Tapatio Cliffs,11111 N 7th St,"Phoenix, AZ 85020-1176",Phoenix,AZ,UNITED STATES,85020-1176,602-866-7500 ,false,true,,,,,,https://www3.hilton.com/en/hotels/arizona/pointe-hilton-tapatio-cliffs-resort-PHXTCPR/index.html?SEO_id=GMB-HI-PHXTCPR,"11111 N 7th St, Phoenix, AZ 85020, USA",Pointe Hilton Tapatio Cliffs Resort,,,,,,
5773,Big Canoe Golf Shop,186 Clubhouse Dr,"Big Canoe, GA 30143",Big Canoe,GA,UNITED STATES,30143,706-268-3323,false,true,,,,,,https://www.bigcanoepoa.org/,"10586 Big Canoe, Jasper, GA 30143, USA",Big Canoe-Golf Shop,,,,,,
5774,Governors Towne Club Inc,4545 Champions Walk Dr Bldg A,"Acworth, GA 30101-9544",Acworth,GA,UNITED STATES,30101-9544,770-529-5455,false,true,,,,,,https://governors-towne-club.business.site/,"4200 Governors Towne Club Dr, Acworth, GA 30101, USA",Governors Towne Club,,,,,,
5775,Dorado Country Club,1200 N Dorado Club Dr,"Tucson, AZ 85715-4700",Tucson,AZ,UNITED STATES,85715-4700,520-885-6751,false,true,,,,,,http://www.tucsonhomesandlots.com/dorado-country-club-homes-for-sale/,"E Speedway Blvd, Tucson, AZ 85715, USA",Dorado Country Club,,,,,,
5776,Spring Hill College Golf Course,4000 Dauphin St,"Mobile, AL 36608",Mobile,AL,UNITED STATES,36608,251-380-4000 ,false,true,,,,,,http://www.springhillcollegegolfcourse.com/,"4000 Dauphin St, Mobile, AL 36608, USA",Spring Hill Golf Course,,,,,,
5777,The Frog at The Georgian,2699 Georgian Pkwy,"Villa Rica, GA 30180-3870",Villa Rica,GA,UNITED STATES,30180-3870,770-459-4400 ,false,true,,,,,,http://www.golfthefrog.com/,"2699 Georgian Pkwy, Villa Rica, GA 30180, USA",The Frog Golf Club,,,,,,
5778,Lone Tree Golf Club,6262 S Mountain Blvd,"Chandler, AZ 85249-3965",Chandler,AZ,UNITED STATES,85249-3965,480-219-0831,false,true,,,,,,http://www.lonetreegolf18.com/,"6262 S Mountain Blvd, Chandler, AZ 85249, USA",Lone Tree Golf Club,,,,,,
5779,Arrowhead Country Club Pro Shop,50 Ocala Dr,"Montgomery, AL 36117",Montgomery,AL,UNITED STATES,36117,334-272-7180,false,true,,,,,,http://arrowheadcountryclub.net/,"50 Ocala Dr, Montgomery, AL 36117, USA",Arrowhead Country Club,,,,,,
5780,Bellair Golf Club,17233 N 45th Ave,"Glendale, AZ 85308-3551",Glendale,AZ,UNITED STATES,85308-3551,602-978-0330,false,true,,,,,,http://bellairgolf.com/,"17233 N 45th Ave, Glendale, AZ 85308, USA",Bellair Golf Club,,,,,,
5781,Sunbird Golf Club,6240 S Sunbird Blvd,"Chandler, AZ 85249-4059",Chandler,AZ,UNITED STATES,85249-4059,480-883-0820 ,false,true,,,,,,http://www.sunbirdhoa.com/,"6240 S Sunbird Blvd, Chandler, AZ 85249, USA",Sunbird Golf Club,,,,,,
5782,Ken Mcdonald Golf Course,800 E Divot Dr,"Tempe, AZ 85283",Tempe,AZ,UNITED STATES,85283,480-350-5250,false,true,,,,,,https://www.tempe.gov/government/public-works/golf-tempe/ken-mcdonald,"4607, 800 E Divot Dr, Tempe, AZ 85283, USA",Ken McDonald Golf Course,,,,,,
5783,The Core Golf Center,600 Cline Rd,"Dandridge, TN 37725",Dandridge,TN,UNITED STATES,37725,865-312-1357,false,true,,,,,,http://coregolfcenter.com/,"600 Cline Rd, Dandridge, TN 37725, USA",CORE Golf Center,,,,,,
5784,Heron Lakes Country Club,3851 Government Blvd,"Mobile, AL 36693",Mobile,AL,UNITED STATES,36693,251-706-6370,false,true,,,,,,http://www.heronlakescountryclub.com/,"3851 Government Blvd, Mobile, AL 36693, USA",Heron Lakes Country Club,,,,,,
5785,Bear Creek Golf Course Pro Shop,500 E Riggs Rd,"Chandler, AZ 85249-3605",Chandler,AZ,UNITED STATES,85249-3605,480-883-8200,false,true,,,,,,http://www.bearcreekaz.com/,"500 East Riggs Road, Chandler, AZ 85249, USA",Bear Creek Golf Complex,,,,,,
5786,Brookstone Golf & Country Club,5705 Brookstone Dr,"Acworth, GA 30101",Acworth,GA,UNITED STATES,30101,770-425-1255,false,true,,,,,,http://www.brookstonecc.com/,"5705 Brookstone Dr NW, Acworth, GA 30101, USA",Brookstone Golf & Country Club,,,,,,
5787,Brookstone Golf and Country Club,5705 Brookstone Dr Nw,"Acworth, GA 30101-8027",Acworth,GA,UNITED STATES,30101-8027,770-425-1255,false,true,,,,,,http://www.brookstonecc.com/,"5705 Brookstone Dr NW, Acworth, GA 30101, USA",Brookstone Golf & Country Club,,,,,,
5788,Oasis Golf Club,100 Palmer Ln,"Mesquite, NV 89027-2900",Mesquite,NV,UNITED STATES,89027-2900,702-346-7820 EXT225,false,true,,,,,,http://www.theoasisgolfclub.com/,"100 Palmer Ln, Mesquite, NV 89027, USA",Oasis Golf Club,,,,,,
5789,Bent Tree Golf Shop,1885 Little Pine Mountain Rd # 2019,"Jasper, GA 30143-7519",Jasper,GA,UNITED STATES,30143-7519,770-893-2626,false,true,,,,,,https://www.bigcanoepoa.org/,"10586 Big Canoe, Jasper, GA 30143, USA",Big Canoe-Golf Shop,,,,,,
